Date,Product_Name,Category,Unit_Size_kg,Unit_Price_PHP,Quantity_Sold,Sales_Value_PHP,Remaining_Stocks,Restock_Quantity
2025-02-07,Charoen Pokphand Broiler Starter,Feeds,25,1265.47,11,13920.17,9,17
2025-02-07,Charoen Pokphand Broiler Starter,Feeds,25,1242.26,12,14907.12,5,10
2025-02-07,Atlas MOP,Fertilizer,25,772.06,7,5404.42,8,11
2025-02-07,Pilmico Broiler Starter,Feeds,25,1116.56,18,20098.08,0,18
2025-02-07,Amigo Planters Prilled Urea,Fertilizer,25,1323.36,13,17203.68,0,12
2025-02-07,Cargill Starter Mash,Feeds,25,1086.91,9,9782.19,9,9
2025-02-07,B-MEG Broiler Starter,Feeds,25,1497.16,11,16468.76,7,9
2025-02-07,B-MEG Pig Starter,Feeds,25,1163.6,1,1163.6,9,1
2025-02-03,Goldenmine Malagkit,Rice,25,1137.44,19,21611.36,6,16
2025-02-03,Dona Maria Rice,Rice,25,1141.0,13,14833.0,9,13
2025-02-03,SunRice Jasmine,Rice,25,1189.2,18,21405.6,2,14
2025-02-03,Golden Harvest Rice,Rice,25,1136.09,20,22721.8,8,19
2025-02-03,Imported Basmati Rice,Rice,25,1214.78,0,0.0,9,4
2025-02-03,Dinorado Rice,Rice,25,1309.51,19,24880.69,5,18
2025-02-03,Imported Basmati Rice,Rice,25,1291.92,9,11627.28,9,16
2025-02-03,Dona Carmen Rice,Rice,25,1040.8,1,1040.8,9,2
2025-01-31,Pilmico Broiler Starter,Feeds,25,1101.17,8,8809.36,9,8
2025-01-31,Pilmico Broiler Starter,Feeds,25,1081.71,12,12980.52,8,18
2025-01-31,Cargill Starter Mash,Feeds,25,1151.73,22,25338.06,0,19
2025-01-31,Cargill Grower Pellets 25 kg,Feeds,25,1305.47,21,27414.87,7,19
2025-01-31,Atlas Prilled Urea,Fertilizer,25,1520.25,10,15202.5,9,19
2025-01-31,Dairy Cattle Concentrate 25 kg,Feeds,25,1497.06,9,13473.54,2,11
2025-01-31,Amigo Planters Prilled Urea,Fertilizer,25,1316.17,17,21058.72,0,10
2025-01-31,CPF Fish Pellets,Feeds,25,1244.68,5,6223.4,9,5
2025-01-31,B-MEG Pig Starter,Feeds,25,1225.38,15,18380.7,0,7
2025-01-31,Starter Crumble 10 kg,Feeds,25,1313.28,10,13132.8,0,5
2025-01-31,Novacid 19-19-19+3CaO+TE,Fertilizer,25,1311.1,17,22288.7,6,14
2025-01-31,YaraMila Complex 50 kg,Fertilizer,25,977.44,18,17593.92,0,9
2025-01-31,Atlas Prilled Urea,Fertilizer,25,1551.6,16,24825.6,1,12
2025-01-31,Planters Products Pig Feed,Feeds,25,1120.66,4,4482.64,9,6
2025-01-31,Amigo Planters Prilled Urea,Fertilizer,25,1382.46,22,30414.12,0,19
2025-01-31,Purina Grower 25 kg,Feeds,25,1144.47,4,4577.88,9,4
2025-01-31,B-MEG Broiler Starter,Feeds,25,1515.49,11,16670.39,5,16
2025-01-31,Purina Chick Starter,Feeds,25,1335.02,7,9345.14,3,5
2025-01-27,SunRice Jasmine,Rice,25,1162.36,14,16273.04,1,11
2025-01-27,Goldenmine Malagkit 2 kg,Rice,25,1070.06,7,7490.42,0,7
2025-01-27,Farmboy Rice,Rice,25,1149.06,12,13788.72,9,12
2025-01-27,Nueva Ecija Special Rice,Rice,25,1198.75,15,17981.25,0,14
2025-01-27,Sinandomeng Rice,Rice,25,1259.35,13,16371.55,7,11
2025-01-27,Harvester’s Special 25 kg,Rice,25,1271.4,0,0.0,9,2
2025-01-27,Farmboy Rice,Rice,25,1116.77,10,11167.7,4,14
2025-01-27,Dinorado Rice,Rice,25,1314.14,13,17083.82,5,9
2025-01-27,La Union Premium Rice,Rice,25,988.62,15,14829.3,9,15
2025-01-27,Farmboy Rice,Rice,25,1126.03,8,9008.24,9,17
2025-01-27,Dinorado Rice,Rice,25,1308.53,5,6542.65,9,5
2025-01-24,Amigo Planters Prilled Urea,Fertilizer,25,1331.02,7,9317.14,9,8
2025-01-24,Amigo Planters Prilled Urea,Fertilizer,25,1351.17,9,12160.53,6,14
2025-01-24,B-MEG Broiler Starter,Feeds,25,1507.85,16,25633.45,9,17
2025-01-24,Single Super Phosphate SSP,Fertilizer,25,1725.83,17,29339.11,1,15
2025-01-24,Pilmico Broiler Starter,Feeds,25,1075.03,16,17200.48,4,14
2025-01-24,CPF Fish Pellets,Feeds,25,1258.7,25,31467.5,3,19
2025-01-24,B-MEG Pig Starter,Feeds,25,1139.46,18,20510.28,3,18
2025-01-24,Planters Products Pig Feed,Feeds,25,1121.64,15,16824.6,0,11
2025-01-24,Selecta Pig Mash,Feeds,25,1593.25,9,14339.25,9,18
2025-01-24,Atlas Prilled Urea,Fertilizer,25,1508.39,12,18100.68,1,12
2025-01-24,Valap Agri-Gypsum,Fertilizer,25,806.36,16,12901.76,0,12
2025-01-24,Planters Products Pig Feed,Feeds,25,1109.52,11,12204.72,0,10
2025-01-24,Charoen Pokphand Broiler Starter,Feeds,25,1248.71,14,17481.94,3,8
2025-01-24,Cargill Grower Pellets 25 kg,Feeds,25,1276.72,17,21704.24,9,17
2025-01-24,B-MEG Pig Starter,Feeds,25,1149.0,13,14937.0,9,13
2025-01-24,Ace NPK 15-15-30,Fertilizer,25,1594.74,18,27110.58,1,17
2025-01-24,YaraMila Complex 50 kg,Fertilizer,25,973.69,15,14605.35,8,19
2025-01-20,Imported Basmati Rice,Rice,25,1185.77,13,15415.01,0,11
2025-01-20,Sinandomeng Rice,Rice,25,1302.57,20,26051.4,0,17
2025-01-20,Farmboy Rice,Rice,25,1153.82,12,14999.66,0,7
2025-01-20,Imported Basmati Rice,Rice,25,1212.53,23,27888.19,1,19
2025-01-20,Sinandomeng Rice,Rice,25,1275.66,7,8929.62,5,12
2025-01-20,Dinorado Rice,Rice,25,1249.4,8,9995.2,0,7
2025-01-20,Kanto Japanese Rice,Rice,25,1144.52,14,16023.28,0,14
2025-01-20,SunRice Jasmine,Rice,25,1126.21,16,18019.36,0,15
2025-01-20,Dinorado Rice,Rice,25,1215.45,6,7292.7,0,5
2025-01-20,Imported Basmati Rice,Rice,25,1284.16,8,10273.28,0,5
2025-01-20,Kanto Japanese Rice,Rice,25,1159.66,21,24352.86,0,19
2025-01-20,Dona Maria Rice,Rice,25,1128.5,9,10156.5,0,9
2025-01-20,Dona Maria Rice,Rice,25,1153.83,12,13845.96,0,7
2025-01-20,Dinorado Rice,Rice,25,1231.8,21,25867.8,0,17
2025-01-17,Dairy Cattle Concentrate 25 kg,Feeds,25,1600.49,13,20806.37,0,7
2025-01-17,Atlas Ammosul,Fertilizer,25,1066.51,17,18130.67,6,17
2025-01-17,Purina Chick Starter,Feeds,25,1341.09,17,22798.53,4,12
2025-01-17,Novacid 19-19-19+3CaO+TE,Fertilizer,25,1325.74,4,5302.96,7,11
2025-01-17,Cargill Grower Pellets 25 kg,Feeds,25,1271.05,11,13981.55,9,11
2025-01-17,Cargill Starter Mash 25 kg,Feeds,25,1281.2,19,24342.8,4,14
2025-01-17,Atlas MOP 50 kg,Fertilizer,25,879.59,18,15832.62,6,18
2025-01-17,Soil Conditioner Organic 50 kg,Fertilizer,25,1586.79,5,7933.95,9,5
2025-01-17,B-MEG Pig Starter,Feeds,25,1117.36,15,16760.4,3,14
2025-01-17,Purina Chick Starter,Feeds,25,1337.59,22,29426.98,6,19
2025-01-17,Atlas Prilled Urea,Fertilizer,25,1503.33,20,30066.6,0,16
2025-01-17,Ace NPK 15-15-30,Fertilizer,25,1596.02,21,33516.42,4,19
2025-01-17,Cargill Starter Mash,Feeds,25,1099.13,10,10991.3,9,15
2025-01-17,B-MEG Pig Starter,Feeds,25,1132.08,17,19245.36,8,18
2025-01-17,Amigo Planters Prilled Urea,Fertilizer,25,1326.18,6,7957.08,9,7
2025-01-13,Hasmin Rice,Rice,25,1724.41,7,12070.87,9,7
2025-01-13,Golden Harvest Rice,Rice,25,1159.32,15,17389.8,9,15
2025-01-13,Kanto Japanese Rice,Rice,25,1210.36,12,14524.32,8,12
2025-01-13,Dona Carmen Rice,Rice,25,1083.42,10,10834.2,9,10
2025-01-13,Milagrosa Rice,Rice,25,1168.56,16,18696.96,0,16
2025-01-13,Farmboy Rice,Rice,25,1136.45,18,20456.1,8,17
2025-01-13,Golden Harvest Rice,Rice,25,1144.23,7,8009.61,9,16
2025-01-13,Dinorado Rice,Rice,25,1285.14,9,11566.26,9,10
2025-01-13,Milagrosa Rice,Rice,25,1156.57,7,8095.99,9,7
2025-01-10,Amigo Planters Prilled Urea,Fertilizer,25,1339.71,13,17416.23,9,13
2025-01-10,Atlas MOP,Fertilizer,25,759.39,8,6075.12,5,6
2025-01-10,CPF Fish Pellets,Feeds,25,1203.95,7,8427.65,9,10
2025-01-10,Amigo Planters Prilled Urea,Fertilizer,25,1305.99,7,9141.93,2,9
2025-01-10,Starter Mash with Probiotic 25 kg,Feeds,25,1264.14,13,16433.82,0,10
2025-01-10,Selecta Pig Mash,Feeds,25,1607.61,10,16076.1,7,8
2025-01-10,Pilmico Broiler Starter,Feeds,25,1104.47,16,17671.52,5,17
2025-01-10,Atlas Prilled Urea,Fertilizer,25,1529.25,21,32114.25,0,16
2025-01-10,Charoen Pokphand Broiler Starter,Feeds,25,1234.37,4,4937.48,8,7
2025-01-10,GMC Broiler Feed,Feeds,25,1176.31,21,24702.51,0,19
2025-01-10,Charoen Pokphand Broiler Starter,Feeds,25,1328.03,4,5312.12,9,6
2025-01-10,Atlas Perfect Gro 14-14-14 50 kg,Fertilizer,25,1940.72,5,9703.6,9,5
2025-01-10,Ace NPK 15-15-30,Fertilizer,25,1600.24,13,20803.12,4,15
2025-01-10,Purina Chick Starter,Feeds,25,1318.2,17,22409.4,7,16
2025-01-10,Purina Chick Starter,Feeds,25,1325.92,22,29170.24,6,19
2025-01-06,Dona Carmen Rice,Rice,25,1053.68,16,16858.88,0,14
2025-01-06,Dona Carmen Rice,Rice,25,1051.4,10,10514.0,9,10
2025-01-06,Dona Maria Rice,Rice,25,1136.11,12,13633.32,9,12
2025-01-06,Hasmin Rice,Rice,25,1625.13,19,30877.47,5,15
2025-01-06,Goldenmine Malagkit,Rice,25,1166.01,14,15158.13,9,13
2025-01-06,Dona Maria Rice,Rice,25,1135.71,14,14764.23,9,14
2025-01-06,Kanto Japanese Rice,Rice,25,1219.13,12,14629.56,0,6
2025-01-06,Goldenmine Malagkit,Rice,25,1153.93,7,8077.51,9,7
2025-01-06,Milagrosa Rice,Rice,25,1169.17,10,11691.7,9,10
2025-01-06,Farmboy Rice,Rice,25,1119.82,13,14557.66,9,13
2025-01-03,Starter Mash with Probiotic 25 kg,Feeds,25,1299.22,19,24685.18,0,12
2025-01-03,B-MEG Pig Starter,Feeds,25,1143.75,0,0.0,10,1
2025-01-03,Amigo Planters Prilled Urea,Fertilizer,25,1290.32,5,6451.6,8,8
2025-01-03,B-MEG Broiler Starter,Feeds,25,1467.56,13,19078.28,6,19
2025-01-03,Charoen Pokphand Broiler Starter,Feeds,25,1328.86,19,25248.34,2,19
2025-01-03,B-MEG Broiler Starter,Feeds,25,1491.7,3,4475.1,5,6
2025-01-03,Novacid 19-19-19+3CaO+TE,Fertilizer,25,1330.63,18,23951.34,2,11
2025-01-03,Amigo Planters Prilled Urea,Fertilizer,25,1314.83,17,22352.11,0,15
2025-01-03,Atlas MOP 50 kg,Fertilizer,25,867.76,13,11280.88,8,16
2025-01-03,Nova Prima Poultry Mash 25 kg,Feeds,25,940.54,21,19751.34,5,18
2025-01-03,B-MEG Pig Starter,Feeds,25,1178.48,8,9427.84,9,8
2025-01-03,Atlas Ammosul,Fertilizer,25,1067.05,20,21341.0,5,19
2025-01-03,Charoen Pokphand Broiler Starter,Feeds,25,1295.15,11,12951.5,9,10
2025-01-03,Amigo Planters Prilled Urea,Fertilizer,25,1317.2,6,7903.2,9,5
2025-01-03,Purina Chick Starter,Feeds,25,1351.11,6,8106.66,9,10
2025-01-03,B-MEG Pig Starter,Feeds,25,1148.46,10,11484.6,9,10
2025-01-03,Starter Crumble 10 kg,Feeds,25,1296.02,4,5184.08,9,4
2024-12-30,Dinorado Rice,Rice,25,1265.36,17,21511.12,9,17
2024-12-30,Kanto Japanese Rice,Rice,25,1193.59,13,15516.67,9,13
2024-12-30,Dona Maria Rice,Rice,25,1083.28,19,20582.32,8,18
2024-12-30,Sinandomeng Rice,Rice,25,1301.9,11,14320.9,9,11
2024-12-30,SunRice Jasmine,Rice,25,1187.66,13,15439.58,8,15
2024-12-30,Golden Harvest Rice,Rice,25,1188.02,16,19008.32,9,16
2024-12-30,Golden Harvest Rice,Rice,25,1152.18,1,1152.18,9,1
2024-12-30,La Union Premium Rice,Rice,25,994.97,19,18904.43,6,16
2024-12-30,Goldenmine Malagkit,Rice,25,1119.59,7,7837.13,9,7
2024-12-30,Goldenmine Malagkit 25 kg,Rice,25,1686.62,12,20239.44,9,12
2024-12-30,Imported Basmati Rice,Rice,25,1226.64,20,24532.8,8,19
2024-12-30,Dinorado Rice,Rice,25,1267.0,13,16471.0,7,12
2024-12-30,Farmboy Rice,Rice,25,1153.95,9,10385.55,9,9
2024-12-30,Dinorado Rice,Rice,25,1271.79,22,27979.38,5,19
2024-12-30,Imported Basmati Rice,Rice,25,1206.86,15,18102.9,9,16
2024-12-30,La Union Premium Rice,Rice,25,1033.37,2,2066.74,9,2
2024-12-30,Lion Ivory Classic Premium Rice,Rice,25,1150.4,12,13804.8,9,12
2024-12-30,Goldenmine Malagkit,Rice,25,1160.32,9,10442.88,9,9
2024-12-30,Dona Carmen Rice,Rice,25,1048.64,1,1048.64,9,3
2024-12-30,Kanto Japanese Rice,Rice,25,1158.57,2,2317.14,9,2
2024-12-27,Cargill Grower Pellets 25 kg,Feeds,25,1283.47,23,29519.81,0,19
2024-12-27,Charoen Pokphand Broiler Starter,Feeds,25,1277.78,17,21722.26,0,12
2024-12-27,Single Super Phosphate SSP,Fertilizer,25,1747.25,21,36692.25,5,17
2024-12-27,Pilmico Broiler Starter,Feeds,25,1093.59,13,14216.67,0,10
2024-12-27,Amigo Planters Prilled Urea,Fertilizer,25,1357.27,13,17644.51,5,12
2024-12-27,B-MEG Broiler Starter,Feeds,25,1505.04,6,9030.24,6,7
2024-12-27,B-MEG Pig Starter,Feeds,25,1153.26,20,23065.2,0,17
2024-12-27,B-MEG Broiler Starter,Feeds,25,1433.01,9,12897.09,4,13
2024-12-27,Purina Chick Starter,Feeds,25,1306.56,8,10452.48,9,17
2024-12-27,Atlas MOP 50 kg,Fertilizer,25,868.72,16,13899.52,3,19
2024-12-27,Charoen Pokphand Broiler Starter,Feeds,25,1228.43,9,11055.87,0,8
2024-12-27,Charoen Pokphand Broiler Starter,Feeds,25,1275.71,7,8929.97,9,7
2024-12-27,Dairy Cattle Concentrate 25 kg,Feeds,25,1456.46,21,30585.66,0,16
2024-12-23,Farmboy Rice,Rice,25,1116.34,15,16745.1,0,8
2024-12-23,Goldenmine Malagkit,Rice,25,1178.73,9,10608.57,9,9
2024-12-23,Goldenmine Malagkit,Rice,25,1171.42,11,12885.62,7,18
2024-12-23,Farmboy Rice,Rice,25,1150.78,2,2301.56,9,10
2024-12-23,Dona Carmen Rice,Rice,25,1050.29,4,4201.16,9,6
2024-12-23,Lion Ivory Classic Premium Rice,Rice,25,1161.8,3,3485.4,9,3
2024-12-23,Goldenmine Malagkit,Rice,25,1100.94,16,17615.04,3,12
2024-12-23,Imported Basmati Rice,Rice,25,1263.08,5,6315.4,9,5
2024-12-23,Milagrosa Rice,Rice,25,1215.54,26,31604.04,0,19
2024-12-23,Kanto Japanese Rice,Rice,25,1149.25,12,13791.0,1,10
2024-12-23,Kanto Japanese Rice,Rice,25,1169.0,14,17535.0,4,13
2024-12-23,Lion Ivory Classic Premium Rice,Rice,25,1152.79,15,17291.85,6,12
2024-12-20,San Miguel Poultry Finisher 25 kg,Feeds,25,699.06,5,3495.3,9,14
2024-12-20,Amigo Planters Prilled Urea,Fertilizer,25,1327.91,9,11951.19,0,5
2024-12-20,B-MEG Pig Starter,Feeds,25,1125.97,10,11259.7,9,10
2024-12-20,Pilmico Fish Feed,Feeds,25,1123.76,13,14608.88,9,13
2024-12-20,Purina Chick Starter,Feeds,25,1332.82,19,25323.58,9,19
2024-12-20,Purina Chick Starter,Feeds,25,1341.55,0,0.0,10,1
2024-12-20,Starter Mash with Probiotic 25 kg,Feeds,25,1347.95,8,10783.6,9,8
2024-12-20,Charoen Pokphand Broiler Starter,Feeds,25,1231.55,8,9852.4,0,8
2024-12-20,Charoen Pokphand Broiler Starter,Feeds,25,1278.76,12,15345.12,9,11
2024-12-20,Atlas Prilled Urea,Fertilizer,25,1504.38,9,13539.42,9,9
2024-12-20,Nova Prima Poultry Mash 25 kg,Feeds,25,1004.37,8,8034.96,9,8
2024-12-20,B-MEG Broiler Starter,Feeds,25,1511.77,15,22676.55,2,11
2024-12-20,Atlas Ammosul,Fertilizer,25,1066.29,7,7464.03,9,7
2024-12-20,Atlas Perfect Gro 14-14-14 50 kg,Fertilizer,25,2080.99,17,35376.83,7,15
2024-12-16,Goldenmine Malagkit,Rice,25,1149.97,8,9199.76,9,16
2024-12-16,Imported Basmati Rice,Rice,25,1222.37,6,7334.22,9,6
2024-12-16,Kanto Japanese Rice,Rice,25,1153.79,0,0.0,9,9
2024-12-16,La Union Premium Rice,Rice,25,1018.81,13,13244.53,9,13
2024-12-16,Farmboy Rice,Rice,25,1151.72,13,14972.36,9,13
2024-12-16,Farmboy Rice,Rice,25,1113.59,18,18931.03,1,13
2024-12-16,Nueva Ecija Special Rice,Rice,25,1200.1,4,4800.4,6,8
2024-12-16,Dona Maria Rice,Rice,25,1170.46,3,3511.38,9,2
2024-12-16,Dona Maria Rice,Rice,25,1150.26,10,11502.6,9,10
2024-12-16,Lion Ivory Classic Premium Rice,Rice,25,1180.84,7,8265.88,1,7
2024-12-16,La Union Premium Rice,Rice,25,1034.63,17,17588.71,8,16
2024-12-16,Kanto Japanese Rice,Rice,25,1188.82,17,20209.94,5,13
2024-12-16,Lion Ivory Classic Premium Rice,Rice,25,1165.48,0,0.0,10,1
2024-12-16,Dona Carmen Rice,Rice,25,1083.37,7,7583.59,9,8
2024-12-16,SunRice Jasmine,Rice,25,1225.13,8,9801.04,9,8
2024-12-16,Goldenmine Malagkit,Rice,25,1196.81,5,5984.05,9,8
2024-12-16,Golden Harvest Rice,Rice,25,1148.36,19,21818.84,1,11
2024-12-13,Single Super Phosphate SSP,Fertilizer,25,1768.11,7,12376.77,9,16
2024-12-13,B-MEG Pig Starter,Feeds,25,1184.83,16,18957.28,1,8
2024-12-13,Soil Conditioner Organic 50 kg,Fertilizer,25,1528.46,11,16813.06,0,8
2024-12-13,San Miguel Poultry Finisher 25 kg,Feeds,25,683.96,14,9575.44,0,7
2024-12-13,Charoen Pokphand Broiler Starter,Feeds,25,1222.16,10,12221.6,3,13
2024-12-13,B-MEG Broiler Starter,Feeds,25,1508.23,9,13574.07,9,14
2024-12-13,Atlas Prilled Urea,Fertilizer,25,1461.16,8,11689.28,2,7
2024-12-13,Ace NPK 15-15-30,Fertilizer,25,1648.77,18,29677.86,0,15
2024-12-13,Purina Chick Starter,Feeds,25,1346.5,24,32316.0,0,19
2024-12-13,Cargill Grower Pellets 25 kg,Feeds,25,1268.14,14,17753.96,3,15
2024-12-13,Soil Conditioner Organic 25 kg,Fertilizer,25,643.4,11,7077.4,0,9
2024-12-13,Charoen Pokphand Broiler Starter,Feeds,25,1261.41,17,21443.97,3,11
2024-12-13,CPF Fish Pellets,Feeds,25,1209.71,17,20565.07,0,12
2024-12-13,Purina Chick Starter,Feeds,25,1325.53,10,13255.3,0,10
2024-12-13,Planters Products Pig Feed,Feeds,25,1116.62,18,20099.16,0,15
2024-12-13,Pilmico Fish Feed,Feeds,25,1193.46,23,27449.58,0,19
2024-12-09,Goldenmine Malagkit,Rice,25,1167.1,4,4668.4,9,8
2024-12-09,Dona Maria Rice,Rice,25,1175.9,19,22342.1,5,15
2024-12-09,Dona Maria Rice,Rice,25,1126.89,1,1126.89,9,1
2024-12-09,Harvester’s Special 25 kg,Rice,25,1306.33,13,16982.29,0,11
2024-12-09,Farmboy Rice,Rice,25,1136.28,11,12499.08,0,8
2024-12-09,Lion Ivory Classic Premium Rice,Rice,25,1131.66,13,14711.58,1,13
2024-12-09,Dona Carmen Rice,Rice,25,1066.41,21,22394.61,0,19
2024-12-09,Golden Harvest Rice,Rice,25,1086.77,2,2173.54,9,11
2024-12-09,Dinorado Rice,Rice,25,1280.33,20,25606.6,1,14
2024-12-09,SunRice Jasmine,Rice,25,1207.79,15,18116.85,4,10
2024-12-09,Dinorado Rice,Rice,25,1245.59,11,13701.49,5,8
2024-12-09,Kanto Japanese Rice,Rice,25,1208.66,7,8460.62,9,7
2024-12-09,Imported Basmati Rice,Rice,25,1253.05,5,6265.25,9,14
2024-12-09,Kanto Japanese Rice,Rice,25,1191.24,12,14294.88,9,12
2024-12-09,Kanto Japanese Rice,Rice,25,1189.15,14,16648.1,9,14
2024-12-09,Kanto Japanese Rice,Rice,25,1155.2,15,16172.8,8,13
2024-12-06,Planters Products Pig Feed,Feeds,25,1123.38,12,13480.56,9,13
2024-12-06,B-MEG Broiler Starter,Feeds,25,1458.69,14,18962.97,6,16
2024-12-06,Cargill Starter Mash 25 kg,Feeds,25,1320.47,7,9243.29,9,7
2024-12-06,Purina Chick Starter,Feeds,25,1353.01,21,28413.21,7,19
2024-12-06,Single Super Phosphate SSP,Fertilizer,25,1738.38,4,6953.52,9,4
2024-12-06,Starter Mash with Probiotic 25 kg,Feeds,25,1314.01,21,27594.21,7,19
2024-12-06,B-MEG Pig Starter,Feeds,25,1169.3,7,8185.1,8,6
2024-12-06,Amigo Planters Prilled Urea,Fertilizer,25,1377.08,13,17902.04,3,7
2024-12-06,Pilmico Fish Feed,Feeds,25,1186.65,5,5933.25,9,11
2024-12-06,Atlas MOP,Fertilizer,25,765.57,6,4593.42,9,10
2024-12-06,Purina Chick Starter,Feeds,25,1300.69,18,23412.42,0,14
2024-12-06,Pilmico Broiler Starter,Feeds,25,1121.85,9,10096.65,9,12
2024-12-06,Charoen Pokphand Broiler Starter,Feeds,25,1308.98,19,24870.62,5,15
2024-12-06,Atlas Ammosul,Fertilizer,25,1068.74,5,5343.7,9,5
2024-12-06,Cargill Starter Mash,Feeds,25,1091.48,9,9823.32,3,12
2024-12-06,Cargill Starter Mash,Feeds,25,1103.28,19,20962.32,1,13
2024-12-06,B-MEG Pig Starter,Feeds,25,1125.78,13,14635.14,9,13
2024-12-02,Goldenmine Malagkit,Rice,25,1145.2,20,22904.0,3,17
2024-12-02,Dona Carmen Rice,Rice,25,1074.28,17,18262.76,0,11
2024-12-02,Kanto Japanese Rice,Rice,25,1182.28,12,14187.36,3,12
2024-12-02,Imported Basmati Rice,Rice,25,1235.82,5,7414.92,2,6
2024-12-02,Dona Maria Rice,Rice,25,1149.9,25,28747.5,0,19
2024-12-02,Sinandomeng Rice,Rice,25,1246.35,12,14956.2,5,17
2024-12-02,Harvester’s Special 25 kg,Rice,25,1302.04,11,14322.44,0,10
2024-12-02,Lion Ivory Classic Premium Rice,Rice,25,1175.75,22,25866.5,0,19
2024-12-02,Sinandomeng Rice,Rice,25,1290.4,18,23227.2,0,14
2024-12-02,Farmboy Rice,Rice,25,1145.52,25,28638.0,0,19
2024-12-02,Dinorado Rice,Rice,25,1245.59,10,12455.9,1,11
2024-12-02,Dona Maria Rice,Rice,25,1179.55,5,5897.75,6,11
2024-12-02,Goldenmine Malagkit,Rice,25,1128.76,6,6772.56,2,5
2024-12-02,Kanto Japanese Rice,Rice,25,1168.23,13,15186.99,2,15
2024-12-02,Dinorado Rice,Rice,25,1277.23,14,16603.99,6,17
2024-12-02,Milagrosa Rice,Rice,25,1222.05,3,3666.15,4,7
2024-12-02,Dinorado Rice,Rice,25,1242.19,1,1242.19,9,10
2024-12-02,Lion Ivory Classic Premium Rice,Rice,25,1131.62,21,23764.02,0,14
2024-11-29,Purina Chick Starter,Feeds,25,1306.69,20,26133.8,6,17
2024-11-29,San Miguel Poultry Finisher 25 kg,Feeds,25,690.72,6,4144.32,8,14
2024-11-29,Amigo Planters Prilled Urea,Fertilizer,25,1327.32,5,6636.6,9,6
2024-11-29,Charoen Pokphand Broiler Starter,Feeds,25,1185.38,18,21336.84,9,18
2024-11-29,Pilmico Broiler Starter,Feeds,25,1090.61,26,28355.86,0,19
2024-11-29,Pilmico Broiler Starter,Feeds,25,1114.63,14,15604.82,0,10
2024-11-29,Purina Chick Starter,Feeds,25,1305.9,14,18282.6,9,14
2024-11-29,Atlas MOP 50 kg,Fertilizer,25,863.16,17,14673.72,0,9
2024-11-29,Soil Conditioner Organic 50 kg,Fertilizer,25,1518.22,8,12145.76,9,8
2024-11-29,CPF Fish Pellets,Feeds,25,1291.93,23,29714.39,2,19
2024-11-29,B-MEG Pig Starter,Feeds,25,1134.68,27,30636.36,1,19
2024-11-29,B-MEG Pig Starter,Feeds,25,1166.18,20,23323.6,0,18
2024-11-29,Atlas Prilled Urea,Fertilizer,25,1497.44,9,13476.96,6,13
2024-11-29,B-MEG Pig Starter,Feeds,25,1172.27,7,8205.89,9,7
2024-11-29,Charoen Pokphand Broiler Starter,Feeds,25,1270.69,7,8894.83,9,7
2024-11-29,Cargill Grower Pellets 25 kg,Feeds,25,1284.86,11,14133.46,9,11
2024-11-25,Goldenmine Malagkit,Rice,25,1160.62,10,11606.2,2,10
2024-11-25,La Union Premium Rice,Rice,25,1037.24,24,24893.76,3,19
2024-11-25,Kanto Japanese Rice,Rice,25,1142.73,17,19426.41,7,15
2024-11-25,Kanto Japanese Rice,Rice,25,1229.41,10,12294.1,9,13
2024-11-25,Sinandomeng Rice,Rice,25,1303.89,15,19558.35,4,14
2024-11-25,Nueva Ecija Special Rice,Rice,25,1213.68,9,10923.12,5,5
2024-11-25,Golden Harvest Rice,Rice,25,1096.16,4,4384.64,3,5
2024-11-25,Dinorado Rice,Rice,25,1242.06,25,31051.5,1,19
2024-11-25,Hasmin Rice,Rice,25,1678.78,6,10072.68,9,6
2024-11-25,Dinorado Rice,Rice,25,1249.95,11,13749.45,9,12
2024-11-25,Dinorado Rice,Rice,25,1257.28,14,17601.92,5,11
2024-11-25,Dona Maria Rice,Rice,25,1181.87,7,8273.09,2,6
2024-11-25,Dona Maria Rice,Rice,25,1132.58,19,21519.02,8,18
2024-11-25,Goldenmine Malagkit,Rice,25,1195.89,16,19134.24,0,16
2024-11-25,Goldenmine Malagkit,Rice,25,1211.14,6,7266.84,2,8
2024-11-25,Dinorado Rice,Rice,25,1280.6,12,15367.2,9,16
2024-11-25,Imported Basmati Rice,Rice,25,1221.45,10,12214.5,8,16
2024-11-22,Pilmico Fish Feed,Feeds,25,1159.1,8,10431.9,9,9
2024-11-22,B-MEG Pig Starter,Feeds,25,1148.8,17,19529.6,1,15
2024-11-22,Soil Conditioner Organic 50 kg,Fertilizer,25,1452.09,12,17425.08,3,9
2024-11-22,Cargill Starter Mash,Feeds,25,1099.77,12,13197.24,5,17
2024-11-22,Amigo Planters Prilled Urea,Fertilizer,25,1325.2,2,2650.4,6,6
2024-11-22,Atlas Perfect Gro 14-14-14 50 kg,Fertilizer,25,1996.45,18,35936.1,0,12
2024-11-22,B-MEG Pig Starter,Feeds,25,1106.27,13,14381.51,9,13
2024-11-22,B-MEG Pig Starter,Feeds,25,1101.78,17,18730.26,2,10
2024-11-22,B-MEG Broiler Starter,Feeds,25,1469.09,7,10283.63,9,9
2024-11-22,Purina Grower 25 kg,Feeds,25,1160.44,11,12764.84,5,12
2024-11-22,Planters Products Pig Feed,Feeds,25,1095.19,24,26284.56,4,19
